,location,total_sqft,bath,price,bhk
1277,Haralur Road,1140.0,2,43.0,2
1278,Haralur Road,1850.0,3,120.0,3
1279,Haralur Road,1194.0,2,47.0,2
1280,Haralur Road,1194.0,2,47.0,2
1281,Haralur Road,1464.0,3,56.0,3
1282,Haralur Road,1243.0,2,46.0,2
1283,Haralur Road,1710.0,3,85.0,3
1284,Haralur Road,1730.0,3,95.0,3
1285,Haralur Road,1243.0,2,46.0,2
1286,Haralur Road,1243.0,2,46.0,2
1287,Haralur Road,1243.0,2,46.0,2
1288,Haralur Road,1817.0,3,110.0,3
1289,Haralur Road,1225.0,2,77.0,2
1290,Haralur Road,1285.0,2,78.0,2
1291,Haralur Road,1225.0,2,67.48,2
1292,Haralur Road,1225.0,2,69.84,2
1293,Haralur Road,1200.0,2,46.0,2
1294,Haralur Road,1315.0,2,85.0,2
1295,Haralur Road,1976.0,3,92.0,3
1296,Haralur Road,1300.0,2,75.0,2
1297,Haralur Road,1309.0,2,82.0,2
1298,Haralur Road,1027.0,1,44.0,2
1299,Haralur Road,1243.0,2,46.0,2
1300,Haralur Road,1243.0,2,46.0,2
1301,Haralur Road,1140.0,2,43.0,2
1302,Haralur Road,1300.0,2,75.0,2
1303,Haralur Road,1243.0,2,46.0,2
1304,Haralur Road,1890.0,3,84.0,3
1305,Haralur Road,1230.0,2,67.65,2
1306,Haralur Road,1194.0,2,46.0,2
1307,Haralur Road,1092.0,2,44.0,2
1308,Haralur Road,1464.0,3,56.0,3
1309,Haralur Road,1255.0,3,90.0,3
1310,Haralur Road,1735.0,3,97.0,3
1311,Haralur Road,1810.0,3,97.83,3
1312,Haralur Road,1200.0,2,46.0,2
1313,Haralur Road,1243.0,2,46.0,2
1314,Haralur Road,1810.0,3,112.0,3
1315,Harlur,1508.0,2,77.0,2
1316,Harlur,1752.12,3,135.0,3
1317,Harlur,2450.0,3,120.0,3
1318,Harlur,1460.0,3,73.0,3
1319,Harlur,1709.0,3,150.0,3
1320,Harlur,1174.0,2,69.0,2
1321,Harlur,1033.0,2,49.0,2
1322,Harlur,1197.0,2,84.0,2
1323,Harlur,1757.0,3,132.0,3
1324,Harlur,1174.0,2,76.0,2
1325,Harlur,1754.0,3,125.0,3
1326,Harlur,1290.0,2,85.0,2
1327,Harlur,1752.12,3,116.0,3
1328,Harlur,1754.0,3,135.0,3
1329,Harlur,1754.0,3,124.0,3
1330,Harlur,1152.0,2,69.0,2
1331,Harlur,1290.0,2,87.0,2
1332,Harlur,1749.0,3,115.0,3
1333,Harlur,3385.0,4,260.0,4
1334,Harlur,2240.0,5,155.0,3
1335,Harlur,1758.0,3,133.0,3
1336,Harlur,1884.0,4,120.0,4
1337,Harlur,1197.0,2,79.0,2
1338,Harlur,1174.0,2,78.0,2
1339,Harlur,1730.0,3,100.0,3
1340,Harlur,2138.0,3,110.0,3
1341,Harlur,1200.0,2,52.0,2
1342,Harlur,1197.0,2,79.0,2
1343,Harlur,1749.0,3,112.0,3
1344,Harlur,1174.0,2,75.0,2
1345,Harlur,1750.0,3,136.0,3
1346,Harlur,1620.0,3,110.0,3
1347,Harlur,1414.0,3,77.5,3
1348,Harlur,1630.0,3,95.1,3
1349,Harlur,1762.0,3,133.0,3
1350,Harlur,1756.0,3,131.0,3
1351,Harlur,1755.0,3,130.0,3
1352,Harlur,1864.0,3,140.0,3
1353,Harlur,1331.0,2,88.0,2
1354,Harlur,1752.12,3,133.0,3
1355,Harlur,1133.0,2,55.0,2
1356,Harlur,1756.0,3,128.0,3
1357,Harlur,1749.0,3,120.0,3
1358,Harlur,1197.0,2,82.0,2
1359,Harlur,1303.0,2,90.0,2
1360,Harlur,1754.0,3,132.0,3
1361,Harlur,1174.0,2,75.0,2
1362,Harlur,1756.0,3,134.0,3
1363,Harlur,1197.0,2,78.0,2
1364,Harlur,1290.0,2,89.9,2
1365,Harlur,1386.0,2,85.0,2
1366,Harlur,1174.0,2,74.0,2
1367,Harlur,1174.0,2,78.0,2
1368,Harlur,1710.0,3,85.0,3
1369,Harlur,1755.0,3,115.0,3
1370,Harlur,2820.0,4,153.5,4
1371,Harlur,2569.0,4,175.0,4
1372,Harlur,1710.0,3,85.0,3
1373,Harlur,1197.0,2,77.0,2
1374,Harlur,1752.12,3,125.0,3
1375,Harlur,2569.0,5,180.0,4
1376,Harlur,1225.0,2,56.0,2
1377,Harlur,1197.0,2,76.0,2
1378,Harlur,2137.0,3,110.0,3
1379,Harlur,1197.0,2,75.0,2
1380,Harlur,1755.0,3,117.0,3
1381,Harlur,1197.0,2,79.9,2
1382,Harlur,936.0,2,45.0,2
1383,Harlur,2990.0,4,225.0,4
1384,Harlur,1370.0,2,88.0,2
1385,Harlur,1335.0,2,72.76,2
1386,Hebbal,1760.0,2,123.0,3
1387,Hebbal,5611.5,4,477.0,4
1388,Hebbal,1900.0,3,119.0,3
1389,Hebbal,1349.0,2,98.2,2
1390,Hebbal,2483.0,5,212.0,4
1391,Hebbal,1760.0,2,130.0,3
1392,Hebbal,3450.0,5,260.0,3
1393,Hebbal,1920.0,3,134.0,3
1394,Hebbal,1337.0,2,82.0,2
1395,Hebbal,1349.0,2,98.0,2
1396,Hebbal,1255.0,2,77.68,3
1397,Hebbal,1355.0,3,83.87,3
1398,Hebbal,1790.0,3,127.0,3
1399,Hebbal,687.325,2,42.72,2
1400,Hebbal,2790.0,5,198.0,4
1401,Hebbal,1985.0,4,189.0,3
1402,Hebbal,2483.0,5,215.0,4
1403,Hebbal,812.0,2,55.0,2
1404,Hebbal,2790.0,4,198.0,4
1405,Hebbal,3067.0,4,230.0,4
1406,Hebbal,3067.0,4,230.0,4
1407,Hebbal,1255.0,2,77.68,3
1408,Hebbal,823.0,2,50.63,2
1409,Hebbal,1420.0,2,123.0,2
1410,Hebbal,1069.0,3,65.4,3
1411,Hebbal,1420.0,2,99.39,2
1412,Hebbal,4235.0,4,365.0,4
1413,Hebbal,1700.0,3,124.0,3
1414,Hebbal,1420.0,2,99.39,2
1415,Hebbal,1355.0,3,83.87,3
1416,Hebbal,1440.0,2,115.0,2
1417,Hebbal,1355.0,3,83.87,3
1418,Hebbal,2400.0,4,180.0,3
1419,Hebbal,1255.0,2,77.68,3
1420,Hebbal,1420.0,2,107.0,2
1421,Hebbal,1320.0,2,92.0,2
1422,Hebbal,919.0,2,49.0,2
1423,Hebbal,1645.0,3,135.0,3
1424,Hebbal,2080.0,3,175.0,3
1425,Hebbal,1355.0,3,83.87,3
1426,Hebbal,2483.0,5,230.0,4
1427,Hebbal,2600.0,3,195.0,3
1428,Hebbal,1645.0,3,117.0,3
1429,Hebbal,1251.0,2,88.73,2
1430,Hebbal,1645.0,3,121.0,3
1431,Hebbal,1760.0,3,123.0,3
1432,Hebbal,2790.0,4,198.0,4
1433,Hebbal,1645.0,3,120.0,3
1434,Hebbal,1255.0,2,90.0,3
1435,Hebbal,1645.0,3,117.0,3
1436,Hebbal,1255.0,3,77.68,3
1437,Hebbal,1586.0,3,90.0,3
1438,Hebbal,1636.0,3,119.0,3
1439,Hebbal,2661.0,2,226.5,3
1440,Hebbal,1255.0,2,95.0,3
1441,Hebbal,2790.0,4,198.0,4
1442,Hebbal,1269.0,2,73.0,3
1443,Hebbal,1255.0,2,95.0,3
1444,Hebbal,1088.0,2,61.45,2
1445,Hebbal,1349.0,2,97.8,2
1446,Hebbal,1255.0,3,77.68,3
1447,Hebbal,1344.0,2,108.0,2
1448,Hebbal,1255.0,2,90.0,3
1449,Hebbal,1255.0,3,77.68,3
1450,Hebbal,2790.0,5,204.0,4
1451,Hebbal,1088.0,2,62.0,2
1452,Hebbal,1987.0,4,165.0,3
1453,Hebbal,2790.0,5,198.0,4
1454,Hebbal,1299.0,2,100.0,2
1455,Hebbal,1645.0,3,117.0,3
1456,Hebbal,1390.0,2,95.0,2
1457,Hebbal,1333.0,2,100.0,2
1458,Hebbal,1355.0,3,83.87,3
1459,Hebbal,2650.0,4,199.0,3
1460,Hebbal,1800.0,3,140.0,3
1461,Hebbal,1860.0,3,95.0,3
1462,Hebbal,2470.0,4,203.0,4
1463,Hebbal,1255.0,2,95.0,3
1464,Hebbal,1333.0,2,104.0,2
1465,Hebbal,1645.0,3,117.0,3
1466,Hebbal,2600.0,3,199.0,3
1467,Hebbal,1345.0,2,97.0,2
1468,Hebbal,1110.0,3,59.0,3
1469,Hebbal,985.0,2,62.0,2
1470,Hebbal,1320.0,2,91.0,2
1471,Hebbal,2388.0,3,195.0,3
1472,Hebbal,1040.0,2,55.0,2
1473,Hebbal,2600.0,3,195.0,3
1474,Hebbal,2630.0,5,188.0,4
1475,Hebbal,2790.0,5,198.0,4
1476,Hebbal,1645.0,3,113.0,3
1477,Hebbal,1355.0,3,83.87,3
1478,Hebbal,1420.0,2,99.39,2
1479,Hebbal,1590.0,3,96.0,3
1480,Hebbal,3520.0,5,320.0,3
1481,Hebbal,1162.0,2,69.0,2
1482,Hebbal,1100.0,2,60.0,2
1483,Hebbal,4235.0,5,364.0,4
1484,Hebbal,1299.0,2,97.0,2
1485,Hebbal,1255.0,3,77.68,3
1486,Hebbal,2470.0,5,192.0,4
1487,Hebbal,1645.0,3,117.0,3
1488,Hebbal,1920.0,3,134.0,3
1489,Hebbal,3520.0,5,240.0,3
1490,Hebbal,1920.0,3,150.0,3
1491,Hebbal,2375.0,4,189.0,4
1492,Hebbal,1420.0,2,99.26,2
1493,Hebbal,1252.0,2,92.0,2
1494,Hebbal,2790.0,4,198.0,4
1495,Hebbal,1162.0,2,59.0,2
1496,Hebbal,1294.0,2,115.0,2
1497,Hebbal,4225.0,6,359.0,4
1498,Hebbal,1740.0,2,137.0,3
1499,Hebbal,1430.0,3,85.0,3
1500,Hebbal,1662.0,3,155.0,3
1501,Hebbal,1349.0,2,98.0,2
1502,Hebbal,4000.0,6,370.0,4
1503,Hebbal,1349.0,2,96.8,2
1504,Hennur,1075.0,2,52.0,2
1505,Hennur,1255.0,2,52.32,2
1506,Hennur,1225.0,2,57.0,2
1507,Hennur,1255.0,2,57.5,2
1508,Hennur,1259.0,2,57.0,2
1509,Hennur,1255.0,2,53.5,2
1510,Hennur,1285.0,2,60.0,2
1511,Hennur,1285.0,2,60.0,2
1512,Hennur,1100.0,2,60.0,2
1513,Hennur,1231.0,2,48.0,2
1514,Hennur,1255.0,2,58.0,2
1515,Hennur,1040.0,2,42.12,2
1516,Hennur,1255.0,2,54.5,2
1517,Hennur,1041.0,2,40.6,2
1518,Hennur,1340.0,3,54.24,3
1519,Hennur,1255.0,2,55.5,2
1520,Hennur,1260.0,2,52.0,3
1521,Hennur,1231.0,2,50.0,2
1522,Hennur,2500.0,5,125.0,5
1523,Hennur,1160.0,2,49.0,2
1524,Hennur,2400.0,3,135.0,3
1525,Hennur,1255.0,2,53.5,2
1526,Hennur,1255.0,2,55.5,2
1527,Hennur,1100.0,2,44.55,2
1528,Hennur,1255.0,2,57.5,2
1529,Hennur,960.0,2,48.0,2
1530,Hennur,1020.0,2,48.0,2
1531,Hennur,1255.0,2,52.32,2
1532,Hennur,1295.0,2,64.0,2
1533,Hennur,1935.0,3,102.0,3
1534,Hennur,1655.0,2,70.5,3
1535,Hennur,1345.0,2,69.0,3
1536,Hennur,1255.0,2,58.0,2
1537,Hennur,1420.0,2,62.0,2
1538,Hennur,1155.0,2,54.5,2
1539,Hennur,1255.0,2,52.32,2
1540,Hennur,1255.0,2,52.35,2
1541,Hennur,3517.0,2,161.5,4
1542,Hennur,1340.0,2,54.27,3
1543,Hennur,1255.0,2,54.5,2
1544,Hennur,1830.0,2,113.0,3
1545,Hennur,1830.5,3,84.205,3
1546,Hennur,1255.0,2,55.5,2
1547,Hennur,1255.0,2,53.57,2
1548,Hennur,1255.0,2,56.5,2
1549,Hennur,1050.0,2,42.73,2
1550,Hennur,1295.0,2,62.0,2
1551,Hennur Road,2089.0,3,140.0,3
1552,Hennur Road,3203.5,2,224.5,4
1553,Hennur Road,1385.0,2,83.09,2
1554,Hennur Road,1317.5,2,63.77,2
1555,Hennur Road,1500.0,2,62.0,3
1556,Hennur Road,2264.0,3,159.0,3
1557,Hennur Road,1157.0,2,84.0,2
1558,Hennur Road,1904.0,3,120.0,3
1559,Hennur Road,1891.0,3,109.0,3
1560,Hennur Road,1561.0,3,95.0,3
1561,Hennur Road,1192.0,2,60.0,3
1562,Hennur Road,2060.0,3,149.0,3
1563,Hennur Road,1482.0,2,92.0,3
1564,Hennur Road,1232.0,2,89.0,2
1565,Hennur Road,1065.0,2,42.6,2
1566,Hennur Road,1482.0,2,83.73,3
1567,Hennur Road,1482.0,2,87.0,3
1568,Hennur Road,1891.0,3,139.0,3
1569,Hennur Road,1703.0,3,101.0,3
1570,Hennur Road,1232.0,2,69.61,2
1571,Hennur Road,987.0,2,49.0,2
1572,Hennur Road,1804.0,3,102.0,3
1573,Hennur Road,2160.0,3,160.0,3
1574,Hennur Road,1186.0,2,63.0,3
1575,Hennur Road,1680.0,3,99.27,3
1576,Hennur Road,1065.0,2,42.6,2
1577,Hennur Road,1385.0,2,83.09,2
1578,Hennur Road,1186.0,2,56.0,3
1579,Hennur Road,2350.0,3,174.0,3
1580,Hennur Road,1586.0,3,93.94,3
1581,Hennur Road,1975.0,3,123.0,3
1582,Hennur Road,1664.0,2,93.865,3
1583,Hennur Road,1290.0,2,94.5,3
1584,Hennur Road,901.0,2,49.5,2
1585,Hennur Road,1445.0,3,86.56,3
1586,Hennur Road,1482.0,2,97.0,3
1587,Hennur Road,1182.0,2,82.5,2
1588,Hennur Road,1192.0,2,62.0,3
1589,Hennur Road,1036.0,2,59.46,2
1590,Hennur Road,1891.0,3,109.0,3
1591,Hennur Road,1232.0,2,69.61,2
1592,Hennur Road,1804.0,3,102.0,3
1593,Hennur Road,2320.0,3,170.0,3
1594,Hennur Road,1936.0,3,118.0,3
1595,Hennur Road,1480.0,2,65.0,2
1596,Hennur Road,1590.0,3,96.5,3
1597,Hennur Road,1445.0,2,105.0,3
1598,Hennur Road,1036.0,2,59.45,2
1599,Hennur Road,1832.0,3,125.0,3
1600,Hennur Road,1359.0,2,104.0,2
1601,Hennur Road,1341.0,2,75.76,2
1602,Hennur Road,1040.0,2,50.0,2
1603,Hennur Road,1685.0,3,95.0,3
1604,Hennur Road,1414.0,2,84.18,2
1605,Hennur Road,1949.0,3,133.0,3
1606,Hennur Road,1232.0,2,89.0,2
1607,Hennur Road,1250.0,2,77.88,3
1608,Hennur Road,2502.0,4,180.0,4
1609,Hennur Road,1831.0,3,110.0,3
1610,Hennur Road,1232.0,2,87.0,2
1611,Hennur Road,1232.0,2,74.0,2
1612,Hennur Road,1232.0,2,66.0,2
1613,Hennur Road,1341.0,2,95.0,2
1614,Hennur Road,2700.0,3,150.0,3
1615,Hennur Road,1232.0,2,88.0,2
1616,Hennur Road,2365.0,4,175.0,3
1617,Hennur Road,1310.0,2,66.0,2
1618,Hennur Road,1552.0,3,75.0,3
1619,Hennur Road,1015.0,2,50.0,2
1620,Hennur Road,1186.0,2,55.33,3
1621,Hennur Road,2264.0,3,168.0,3
1622,Hennur Road,2002.0,3,120.0,3
1623,Hennur Road,1232.0,2,69.6,2
1624,Hennur Road,1195.0,2,73.0,2
1625,Hennur Road,1020.0,2,47.0,2
1626,Hennur Road,5100.0,6,375.0,5
1627,Hennur Road,1061.0,2,54.92,2
1628,Hennur Road,1585.0,2,80.0,3
1629,Hennur Road,1020.0,2,45.0,2
1630,Hennur Road,2041.0,3,128.0,3
1631,Hennur Road,1232.0,2,87.0,2
1632,Hennur Road,1066.0,2,52.23,2
1633,Hennur Road,973.0,2,56.0,2
1634,Hennur Road,1255.0,2,84.0,2
1635,Hennur Road,1232.0,2,83.0,2
1636,Hennur Road,1832.0,3,116.0,3
1637,Hennur Road,2050.0,3,120.0,3
1638,Hennur Road,1445.0,2,86.69,3
1639,Hennur Road,1445.0,2,83.0,3
1640,Hennur Road,1679.0,3,94.86,3
1641,Hennur Road,1482.0,2,68.9,3
1642,Hennur Road,1654.0,3,97.8,3
1643,Hennur Road,1480.0,3,100.0,3
1644,Hennur Road,1450.0,3,88.6,3
1645,Hennur Road,1155.0,2,69.18,2
1646,Hennur Road,1053.0,2,53.0,2
1647,Hennur Road,1195.0,2,59.0,2
1648,Hennur Road,1904.0,3,129.0,3
1649,Hennur Road,1981.0,3,134.0,3
1650,Hennur Road,1155.0,2,69.18,2
1651,Hennur Road,2000.0,4,90.0,4
1652,Hennur Road,1590.0,3,105.0,3
1653,Hennur Road,2041.0,3,138.0,3
1654,Hennur Road,1100.0,2,78.0,3
1655,Hennur Road,1880.0,4,154.0,4
1656,Hennur Road,1232.0,2,69.61,2
1657,Hennur Road,1748.0,3,103.0,3
1658,Hennur Road,1460.0,2,80.3,2
1659,Hennur Road,1570.0,3,75.99,3
1660,Hennur Road,1933.0,3,140.0,3
1661,Hennur Road,1030.0,2,46.5,2
1662,Hennur Road,1232.0,2,69.61,2
1663,Hennur Road,1450.0,3,79.0,3
1664,Hennur Road,1445.0,2,89.56,3
1665,Hennur Road,973.0,2,50.74,2
1666,Hennur Road,1482.0,2,83.73,3
1667,Hennur Road,1305.0,2,77.0,3
1668,Hennur Road,1672.0,3,86.0,3
1669,Hennur Road,1165.0,2,67.0,2
1670,Hennur Road,980.0,2,51.0,2
1671,Hennur Road,1232.0,2,80.0,2
1672,Hennur Road,1085.0,2,43.4,2
1673,Hennur Road,950.0,2,55.0,2
1674,Hennur Road,1140.0,2,56.0,2
1675,Hennur Road,1891.0,3,110.0,3
1676,Hennur Road,1735.0,3,78.0,3
1677,Hennur Road,1470.0,2,75.0,3
1678,Hennur Road,1165.0,2,52.0,2
1679,Hennur Road,1450.0,2,80.0,2
1680,Hennur Road,1155.0,2,69.18,2
1681,Hennur Road,1936.0,3,131.0,3
1682,Hoodi,985.0,2,67.0,2
1683,Hoodi,1715.0,2,95.0,3
1684,Hoodi,2118.0,4,111.0,4
1685,Hoodi,1425.0,2,80.0,2
1686,Hoodi,1420.0,2,75.0,2
1687,Hoodi,1639.0,3,110.0,3
1688,Hoodi,1606.0,3,89.55,3
1689,Hoodi,1639.0,3,98.32,3
1690,Hoodi,2090.0,4,95.1,4
1691,Hoodi,2863.0,4,140.0,4
1692,Hoodi,1512.0,3,75.77,3
1693,Hoodi,1026.0,2,60.87,2
1694,Hoodi,1050.0,2,50.0,2
1695,Hoodi,1400.0,2,78.0,2
1696,Hoodi,2400.0,5,160.0,5
1697,Hoodi,1196.0,2,71.74,2
1698,Hoodi,1553.0,3,83.09,3
1699,Hoodi,1500.0,2,84.0,2
1700,Hoodi,1055.0,2,57.63,2
1701,Hoodi,1925.0,2,114.0,3
1702,Hoodi,1400.0,2,82.0,2
1703,Hoodi,1746.0,3,84.95,3
1704,Hoodi,706.0,1,48.24,1
1705,Hoodi,1257.0,2,69.0,2
1706,Hoodi,1132.0,2,67.9,2
1707,Hoodi,1925.0,3,110.0,3
1708,Hoodi,1769.0,3,96.87,3
1709,Hoodi,1257.0,2,71.03,2
1710,Hoodi,1305.0,2,75.0,2
1711,Hoodi,1490.0,3,79.0,3
1712,Hoodi,1240.0,2,65.0,2
1713,Hoodi,1370.0,3,67.0,3
1714,Hoodi,1108.0,2,74.23,2
1715,Hoodi,1257.0,2,68.5,2
1716,Hoodi,1000.0,2,48.0,2
1717,Hoodi,1063.0,2,61.17,2
1718,Hoodi,1259.0,2,69.45,2
1719,Hoodi,711.0,1,42.65,1
1720,Hoodi,1559.0,3,81.55,3
1721,Hoodi,863.0,1,40.55,1
1722,Hoodi,1715.0,2,100.0,3
1723,Hoodi,1350.0,3,70.0,3
1724,Hoodi,1447.0,3,76.0,2
1725,Hoodi,2144.0,3,140.0,3
1726,Hoodi,1108.0,2,66.46,2
1727,Hoodi,1400.0,3,74.0,3
1728,Hoodi,1837.0,3,110.0,3
1729,Hoodi,3385.0,4,220.0,4
1730,Hoodi,1644.0,3,80.51,3
1731,Hoodi,1181.0,2,55.0,2
1732,Hoodi,1490.0,3,85.0,3
1733,Hoodi,1258.5,2,59.135,2
1734,Hormavu,1500.0,2,78.0,2
1735,Hormavu,1150.0,2,55.0,2
1736,Hormavu,2100.0,3,73.0,3
1737,Hormavu,1180.0,2,50.0,2
1738,Hormavu,1200.0,2,67.0,2
1739,Hormavu,1200.0,3,70.0,2
1740,Hormavu,1175.0,2,52.0,2
1741,Hormavu,1351.0,2,53.0,1
1742,Hormavu,1141.0,2,44.4,2
1743,Hormavu,1130.0,2,42.3,2
1744,Hormavu,1500.0,3,70.0,3
1745,Hormavu,1725.0,3,85.0,3
1746,Hormavu,1153.0,2,65.0,2
1747,Hormavu,1150.0,2,53.11,2
1748,Hormavu,1123.0,2,56.0,2
1749,Hormavu,1385.0,2,69.0,3
1750,Hormavu,1617.5,3,73.595,3
1751,Hormavu,1030.0,2,49.35,2
1752,Hormavu,1018.0,2,50.8,2
1753,Hormavu,1555.0,3,75.0,3
1754,Hormavu,1143.0,2,53.0,2
1755,Hormavu,1100.0,2,38.0,2
1756,Hormavu,1000.0,2,50.0,2
1757,Hormavu,1200.0,2,68.0,2
1758,Hormavu,1553.0,2,58.23,3
1759,Hormavu,1200.0,2,68.0,2
1760,Hormavu,765.0,2,37.49,2
1761,Hormavu,1420.0,3,58.0,3
1762,Hormavu,1081.5,2,38.665,2
1763,Hormavu,1250.0,2,60.0,2
1764,Hormavu,965.0,2,37.15,2
1765,Hormavu,583.0,1,28.275,1
1766,Hormavu,1129.0,2,44.0,2
1767,Hormavu,1385.0,2,69.25,3
1768,Hormavu,1165.0,2,40.0,2
1769,Hormavu,1065.0,2,50.92,2
1770,Hormavu,1046.0,2,60.0,2
1771,Hormavu,1400.0,2,75.0,2
1772,Hormavu,1365.0,2,65.0,3
1773,Hormavu,1196.0,2,44.8,2
1774,Hormavu,1263.0,2,47.36,2
1775,Hormavu,1015.0,2,39.08,2
1776,Hormavu,1550.0,2,60.0,3
1777,Hormavu,1200.0,2,73.0,2
1778,Hormavu,1250.0,2,65.0,2
1779,Hormavu,1604.0,3,68.0,3
1780,Hormavu,1075.0,2,53.7,2
1781,Hormavu,980.0,2,42.0,2
1782,Hormavu,1075.0,2,53.7,2
1783,Hormavu,2282.0,4,115.0,4
1784,Hormavu,1206.0,2,55.0,2
1785,Hormavu,1310.0,2,67.0,2
1786,Hormavu,1310.0,2,60.0,2
1787,Hormavu,1020.0,2,45.75,2
1788,Hormavu,1210.0,2,69.0,2
1789,Hosa Road,1652.0,3,85.0,3
1790,Hosa Road,1639.0,3,80.0,3
1791,Hosa Road,1161.0,2,55.15,2
1792,Hosa Road,1726.0,3,81.99,3
1793,Hosa Road,1161.0,2,55.15,2
1794,Hosa Road,1365.0,2,92.0,2
1795,Hosa Road,1243.0,2,48.5,2
1796,Hosa Road,1541.0,3,69.84,3
1797,Hosa Road,1332.0,2,86.12,3
1798,Hosa Road,615.0,1,28.29,1
1799,Hosa Road,1318.0,2,85.28,3
1800,Hosa Road,1133.0,2,52.0,2
1801,Hosa Road,1016.0,2,40.0,2
1802,Hosa Road,972.0,2,40.0,2
1803,Hosa Road,1161.0,2,55.15,2
1804,Hosa Road,1532.0,3,98.13,3
1805,Hosa Road,1680.0,3,101.0,3
1806,Hosa Road,880.0,2,50.0,2
1807,Hosa Road,1533.0,3,98.18,3
1808,Hosa Road,1040.0,2,68.59,2
1809,Hosa Road,1040.0,2,61.0,2
1810,Hosa Road,2500.0,3,100.0,3
1811,Hosa Road,1245.0,2,62.0,2
1812,Hosa Road,1311.0,2,84.86,3
1813,Hosa Road,800.0,1,39.99,1
1814,Hosa Road,1726.0,3,81.99,3
1815,Hosa Road,1364.0,2,64.79,2
1816,Hosa Road,1016.0,2,45.0,2
1817,Hosa Road,1730.0,3,72.6,3
1818,Hosa Road,1360.0,2,77.61,2
1819,Hosa Road,1170.0,2,65.0,2
1820,Hosa Road,1161.0,2,55.15,2
1821,Hosa Road,1470.0,2,84.22,3
1822,Hosa Road,1708.0,3,64.05,4
1823,Hosa Road,1161.0,2,48.75,2
1824,Hosa Road,1541.0,3,69.61,3
1825,Hosa Road,1016.0,2,39.95,2
1826,Hulimavu,1125.0,2,50.0,2
1827,Hulimavu,1242.0,2,51.0,2
1828,Hulimavu,1650.0,3,78.0,3
1829,Hulimavu,1823.0,3,100.0,3
1830,Hulimavu,1300.0,2,36.0,2
1831,Hulimavu,1080.0,2,43.2,2
1832,Hulimavu,1100.0,2,71.5,2
1833,Hulimavu,1758.0,3,65.0,3
1834,Hulimavu,688.0,1,50.0,1
1835,Hulimavu,1255.0,2,73.0,2
1836,Hulimavu,1200.0,4,75.0,4
1837,Hulimavu,1058.0,2,48.0,2
1838,Hulimavu,1375.0,2,80.0,2
1839,Hulimavu,1248.0,2,69.0,2
1840,Hulimavu,1818.0,3,135.0,3
1841,Hulimavu,1225.0,2,55.0,2
1842,Hulimavu,1255.0,2,74.0,2
1843,Hulimavu,1175.0,2,45.0,2
1844,Hulimavu,1255.0,2,69.0,2
1845,Hulimavu,1255.0,2,66.0,2
1846,Hulimavu,3035.0,5,271.0,3
1847,Hulimavu,3035.0,5,220.0,3
1848,Hulimavu,1127.0,2,65.0,2
1849,Hulimavu,1200.0,2,50.0,2
1850,Hulimavu,1450.0,3,72.0,3
1851,Hulimavu,1200.0,2,75.0,2
1852,Hulimavu,1430.0,2,90.0,3
1853,Hulimavu,850.0,1,39.5,2
1854,Hulimavu,1000.0,2,45.0,2
1855,Hulimavu,1320.0,2,59.0,3
1856,Hulimavu,2000.0,4,100.0,4
1857,Hulimavu,3560.0,5,318.0,4
1858,Hulimavu,1011.0,2,38.0,2
1859,Hulimavu,1276.0,2,76.0,2
1860,Hulimavu,1500.0,2,90.0,2
1861,Hulimavu,1315.0,2,60.48,2
1862,Hulimavu,1021.0,2,76.0,2
1863,Hulimavu,581.0,1,29.0,1
1864,Hulimavu,935.0,2,45.0,2
1865,Hulimavu,1050.0,2,125.0,2
1866,Hulimavu,1320.0,2,65.0,3
1867,Hulimavu,1200.0,4,75.0,4
1868,Hulimavu,1260.0,2,82.0,3
1869,Hulimavu,450.0,1,20.0,1
1870,Hulimavu,1231.0,2,84.5,2
1871,Hulimavu,1916.0,2,150.0,3
1872,Hulimavu,1115.0,2,44.6,2
1873,JP Nagar,1850.0,3,150.0,3
1874,JP Nagar,5520.0,2,375.0,5
1875,JP Nagar,1100.0,2,70.0,2
1876,JP Nagar,940.0,2,49.0,2
1877,JP Nagar,2500.0,3,135.0,3
1878,JP Nagar,4624.5,4,314.5,4
1879,JP Nagar,1078.0,2,45.0,2
1880,JP Nagar,1050.0,1,44.0,1
1881,JP Nagar,1352.5,2,93.865,2
1882,JP Nagar,1200.0,2,62.0,2
1883,JP Nagar,1300.0,2,90.87,2
1884,JP Nagar,1315.0,2,85.4,3
1885,JP Nagar,1690.0,3,112.0,3
1886,JP Nagar,3000.0,4,140.0,4
1887,JP Nagar,3000.0,4,140.0,4
1888,JP Nagar,1300.0,2,109.0,2
1889,JP Nagar,3300.0,4,160.0,3
1890,JP Nagar,1150.0,2,49.9,3
1891,JP Nagar,750.0,1,52.5,1
1892,JP Nagar,1200.0,2,78.0,2
1893,JP Nagar,1850.0,2,110.0,3
1894,JP Nagar,1100.0,2,45.0,2
1895,JP Nagar,1197.0,2,47.88,2
1896,JP Nagar,1500.0,2,82.0,3
1897,JP Nagar,820.0,2,45.0,2
1898,JP Nagar,1750.0,3,123.0,3
1899,JP Nagar,2195.0,2,152.0,3
1900,JP Nagar,3496.5,2,237.5,3
1901,JP Nagar,1600.0,3,83.0,3
1902,JP Nagar,3000.0,3,150.0,4
1903,JP Nagar,2050.0,3,82.0,3
1904,JP Nagar,745.0,1,34.27,1
1905,JP Nagar,1150.0,2,90.0,2
